key	ERR4918550	ERR4918571	ERR4918579	ERR4918583	ERR4918602	ERR4918609	ERR4918638	ERR4918645	ERR4918666	ERR4918685	ERR4918689	ERR4918700	ERR4918703	ERR4918708	ERR4918710	ERR4918722	ERR4918729	ERR4918734	ERR4918737	ERR4918750
16832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16833	0.0	0.0	0.0	0.0	0.03189792663476874	0.03189792663476874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06060606060606061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4434	0.0	0.0	0.0	0.0	0.03410059676044331	0.0	0.45694799658994034	0.17476555839727195	0.0	0.0	0.03324808184143223	0.2557544757033248	0.0	0.0	0.0	0.0	0.21824381926683717	0.0	0.0	0.0
4435	0.0	0.24934383202099739	0.0	0.0	0.0	0.5249343832020997	0.0	0.14610673665791776	0.0	0.0	0.14173228346456693	0.0	0.0	0.0	0.0	0.0	0.01399825021872266	0.0	0.0	0.3184601924759405
4436	0.0	0.0	0.0	0.0	0.0	0.0	0.9507936507936507	0.7253968253968254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1873015873015873	0.0
4437	0.21904761904761905	0.0	0.21904761904761905	0.0	0.0	0.0	0.0	0.21978021978021978	0.0	0.21245421245421245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4438	0.0	0.0	0.0	0.0	0.0	0.0472636815920398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32960199004975127
4439	0.0	0.0	0.0	0.0	0.46991869918699186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3804878048780488	0.0	0.0	0.0	1.3154471544715447
4440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.233644859813084	0.0	0.0	0.0	0.0	0.0	0.2118380062305296	0.0	0.0
4441	0.0	0.0	0.0	0.0	0.0	0.8068535825545171	0.0	0.0	0.0	0.0	0.0	0.04984423676012461	0.0	0.0	0.0	0.0	0.0	1.644859813084112	0.0	0.0
4442	0.0	0.0	0.29108485499462944	0.0	0.11994271392767633	0.38847117794486213	0.047261009667024706	0.15073397780164696	0.0	0.7389903329752954	0.0	0.09774436090225563	0.0	0.2728249194414608	0.0	0.10526315789473684	0.0	0.0	0.2083780880773362	0.0
4443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3788546255506608
4444	0.0	0.0	0.1919191919191919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7335858585858586
4445	0.0	0.0	0.0	0.0	0.36742424242424243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4446	0.0	0.0	0.0	0.0	0.416135881104034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4447	0.1552511415525114	0.0	0.22602739726027396	0.0	0.0	0.0	0.0	0.0	0.0	0.1567732115677321	0.0	0.0	0.0	0.0	0.0	0.0	0.1567732115677321	0.1537290715372907	0.0	0.0578386605783866
4448	0.0	0.0	0.50509461426492	0.0	0.0	0.21615720524017468	0.0	0.3260553129548763	0.0	0.0	0.0	0.43377001455604075	0.0	0.0	0.0	0.0	0.2183406113537118	0.09898107714701601	0.027656477438136828	0.4264919941775837
4449	0.0	0.0	0.423728813559322	0.0	0.0	0.4915254237288136	0.846045197740113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3742937853107345	0.3446327683615819
4450	0.0	0.3054054054054054	0.0	0.0	0.0	0.051351351351351354	0.21441441441441442	0.06846846846846846	0.0	0.07027027027027027	0.0	0.0	0.0	0.0	0.0	0.0	0.03423423423423423	0.03423423423423423	0.0	0.11351351351351352
4451	0.0	0.0	0.2222222222222222	0.0	0.22148148148148147	0.0	0.2659259259259259	0.02962962962962963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5370370370370371
4452	0.16614745586708204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3115264797507788
4453	0.059147180192572216	0.0	0.0	0.0	0.0	0.2347546996790463	0.13709307657038056	0.06327372764786796	0.0	0.12746446584135718	0.0	0.09949564419990829	0.0	0.0	0.0	0.0	0.0	0.0	0.14947271893626776	0.10362219165520403
4454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21568627450980393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6778711484593838
7784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03056768558951965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027656477438136828
7785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026785714285714284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08482142857142858
7790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0959349593495935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04744069912609238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06365159128978225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032679738562091505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09166666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030230708035003977	0.0
7802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7807	0.0	0.0	0.0	0.0	0.0	0.0	0.01126126126126126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033783783783783786	0.0	0.0	0.0	0.0
7808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8372093023255814	0.0	0.0	0.0	0.0	0.0
220	0.0	0.0	0.014328808446455505	0.0	0.0	0.048265460030165915	0.0	0.0	0.0	0.4513574660633484	0.07692307692307693	0.0	0.3284313725490196	0.0	2.1278280542986425	0.0	0.0	0.11312217194570136	0.0	0.0
221	0.0	0.0	0.0	0.0	0.37343358395989973	0.0	0.0	0.0	0.0	0.7506265664160401	0.0	0.0	0.36466165413533835	0.0	3.7468671679197993	0.0	0.0	0.0	0.0	0.0
222	0.0	0.0	0.0	0.0	0.06561679790026247	0.09973753280839895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6548556430446193	0.0	0.0	0.0	0.0	0.09973753280839895
223	0.0	0.20615384615384616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08717948717948718	0.0	0.0	0.3076923076923077	0.0	1.9630769230769232	0.0	0.0	0.0	0.0	0.0
224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2506265664160401	0.0	0.0	0.0	0.0	3.3224728487886384	0.0	0.03341687552213868	0.0	0.0	0.0
208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0408921933085502	0.0	0.0	0.0	0.0	3.2936802973977697	0.0	0.18711276332094176	0.0	0.0	0.0
209	0.0	0.3232577665827036	0.03526448362720403	0.0	0.18807724601175482	0.0873215785054576	0.0	0.0	0.0	0.17380352644836272	0.0	0.0	0.0	0.0	1.7858942065491183	0.0	0.12594458438287154	0.0	0.0	0.0
210	0.0	0.14989293361884368	0.0	0.0	0.0	0.0	0.027123483226266953	0.0	0.0	1.0985010706638116	0.0	0.0	0.0	0.0	3.934332619557459	0.027123483226266953	0.0	0.0	0.0	0.0
211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43984220907297833	0.0	0.0	0.3826429980276134	0.0	3.780078895463511	0.0	0.0	0.0	0.0	0.0
212	0.0	0.47368421052631576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23604465709728867	0.0	0.0	0.1594896331738437	0.0	1.0893141945773526	0.0	0.0	0.0	0.0	0.0
213	0.0	0.13993993993993994	0.0	0.0	0.16816816816816818	0.0	0.0	0.0	0.0	0.022822822822822823	0.0	0.0	0.3009009009009009	0.0	2.5231231231231233	0.0	0.0	0.0	0.0	0.0
214	0.0	0.0	0.0	0.0	0.0	0.09284116331096197	0.0	0.0	0.0	0.0	0.0	0.0	0.015659955257270694	0.0	2.6375838926174495	0.0	0.0	0.0	0.0	0.0
215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.038647342995169	0.0	0.0	0.0	0.0	0.0
216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6349206349206349	0.0	0.0	0.176984126984127	0.0	0.0
217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38780804150453957	0.0	0.0	0.3125810635538262	0.0	1.9974059662775616	0.0	0.0	0.0	0.0	0.0
218	0.0	0.23634651600753295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6016949152542375	0.0	0.0	0.0	0.0	0.035781544256120526
21545	0.25316455696202533	0.43966244725738396	0.3755274261603376	0.0	162.77299578059072	75.16118143459916	0.4270042194092827	110.13164556962025	75.15274261603375	0.08691983122362869	6.685232067510548	0.8329113924050633	99.6337552742616	17.360337552742617	26.678481012658228	32.36540084388186	0.032067510548523206	1.448945147679325	0.2042194092827004	247.2042194092827
21546	0.3061465721040189	0.1178092986603625	0.40543735224586286	0.0	154.66745468873128	57.074862096138695	0.4653270291568164	102.36091410559496	67.30260047281324	0.4235618597320725	4.60086682427108	0.863672182821119	94.14263199369583	14.663120567375886	25.109535066981877	31.750591016548462	0.0	0.4787234042553192	0.20015760441292357	245.6016548463357
21547	0.36671763506625893	0.0	0.2550968399592253	0.0	177.28593272171253	75.30733944954129	0.15239551478083588	111.8144750254842	75.08154943934761	0.34505606523955146	5.999490316004078	0.30300713557594294	107.18399592252803	18.106523955147807	28.132008154943936	34.97018348623853	0.2652905198776758	0.4905708460754332	0.290519877675841	273.420998980632
21548	0.7772357723577236	0.0	0.0	0.0	123.8390243902439	51.10243902439024	0.0	85.39512195121951	72.6	0.14308943089430895	3.8260162601626018	0.0	95.15772357723577	13.099186991869919	24.482926829268294	32.108943089430895	0.0	0.24390243902439024	0.0	179.07967479674798
21549	0.0	0.0	0.0	0.0	146.77911646586347	71.6285140562249	0.0	102.84538152610442	77.52208835341365	0.5963855421686747	4.3453815261044175	0.42570281124497994	92.8995983935743	11.36144578313253	24.1425702811245	38.01004016064257	0.41164658634538154	0.0	0.0	207.26305220883535
21550	0.5882352941176471	0.0	0.0	0.0	138.56470588235294	49.84705882352941	0.0	82.05490196078432	66.24313725490197	0.00392156862745098	2.8862745098039215	0.0	74.27254901960784	13.13921568627451	28.22156862745098	31.03529411764706	0.6	0.692156862745098	0.5784313725490197	225.20980392156864
21551	1.1356589147286822	0.5765503875968992	1.00484496124031	0.0	297.53003875968994	134.02131782945736	0.0	188.25968992248062	112.45445736434108	0.03875968992248062	8.061046511627907	0.49709302325581395	167.81201550387595	24.344961240310077	42.44767441860465	60.29457364341085	0.0	0.9641472868217055	0.2374031007751938	398.5232558139535
21552	1.2285298398835516	0.4643377001455604	0.8675400291120815	0.0	228.91994177583697	113.7802037845706	0.0	143.7438136826783	95.41339155749637	0.1222707423580786	5.657933042212518	0.3697234352256186	145.43085880640467	22.560407569141194	37.861717612809315	48.346433770014556	0.3245997088791849	0.4002911208151383	0.0	303.89228529839886
21553	0.46865443425076453	0.0	0.1536697247706422	0.0	155.01146788990826	71.06804281345566	0.2576452599388379	103.63532110091744	64.98318042813456	0.0	6.638379204892966	0.16896024464831805	86.33639143730886	15.662844036697248	26.38532110091743	33.52599388379205	0.0	0.16896024464831805	0.30428134556574926	237.94571865443424
21554	0.4825291181364393	0.0	0.46810870770937324	0.0	178.18580144204105	69.42429284525791	0.15474209650582363	109.00166389351081	77.74875207986689	0.0	6.026067665002773	0.24070992789794787	99.76594564614531	12.792013311148086	27.96339434276206	33.59900166389351	0.26566833056017747	0.7665002773155851	0.16638935108153077	263.24459234608986
21555	1.0849256900212314	0.1762208067940552	0.6369426751592356	0.0	208.06581740976645	68.22929936305732	0.18683651804670912	120.24416135881104	79.86411889596603	0.0	5.592356687898089	0.9936305732484076	113.0828025477707	19.03184713375796	22.280254777070063	31.53927813163482	0.0	0.8535031847133758	0.0	269.1656050955414
21556	1.0576923076923077	1.1025641025641026	0.0	0.0	157.18589743589743	39.368589743589745	0.0	88.26282051282051	63.19551282051282	0.0	3.83974358974359	1.0224358974358974	72.53846153846153	10.900641025641026	24.16346153846154	26.153846153846153	0.0	0.0	0.0	217.6698717948718
21557	0.5200698080279232	0.0	0.0	0.0	115.96509598603839	22.42408376963351	0.0	68.04886561954625	35.01221640488656	0.0	4.113438045375218	0.4816753926701571	67.37347294938918	10.44328097731239	16.25305410122164	18.308900523560208	0.0	0.0	0.0	182.56893542757416
21558	0.4413145539906103	0.0	0.0	0.0	134.62910798122067	29.305164319248828	0.0	96.46948356807512	42.91079812206573	0.0	3.6854460093896715	0.0	69.46478873239437	18.72300469483568	17.23474178403756	20.690140845070424	0.24413145539906103	0.2300469483568075	0.0	199.59154929577466
21559	0.4484585741811175	0.5081888246628131	0.11127167630057803	0.0	146.85500963391138	63.036127167630056	0.2837186897880539	104.66522157996147	58.97302504816955	0.3603082851637765	4.351637764932563	0.8208092485549133	101.52697495183044	14.578998073217726	24.205202312138727	33.183526011560694	0.05539499036608863	0.3964354527938343	0.0	243.3232177263969
21560	0.0	0.39156626506024095	0.0	0.0	219.59638554216866	77.19076305220884	0.04618473895582329	145.90361445783134	85.95582329317268	0.3152610441767068	7.046184738955823	0.0	125.89357429718875	18.86144578313253	31.08433734939759	34.69879518072289	0.0	0.7991967871485943	0.0	302.05823293172693
21561	0.0	0.0	0.0	0.0	145.21535580524343	60.17790262172284	0.18352059925093633	84.82022471910112	46.08801498127341	0.0	5.073033707865169	1.0411985018726593	75.11985018726591	12.852059925093632	22.750936329588015	27.327715355805243	0.0	0.8820224719101124	0.0	234.95505617977528
21562	0.75	0.0	0.0	0.2630208333333333	134.65625	47.057291666666664	0.5182291666666666	65.57291666666667	54.807291666666664	0.0	3.2291666666666665	1.1432291666666667	77.22395833333333	13.591145833333334	23.083333333333332	31.174479166666668	0.0	0.6614583333333334	0.0	231.41927083333334
21563	0.007662835249042145	0.0	0.04725415070242656	0.23627075351213284	124.66666666666667	52.21200510855683	0.47381864623243936	95.38569604086845	63.91443167305236	0.0	5.305236270753512	0.2388250319284802	80.28863346104725	13.997445721583652	23.090676883780333	31.60919540229885	0.28607918263090676	0.7292464878671775	0.28607918263090676	239.38569604086845
21564	0.0	0.0	0.7585301837270341	0.0	143.48556430446195	45.24671916010499	0.7349081364829396	115.01049868766404	62.333333333333336	0.0	1.7165354330708662	0.0	81.55118110236221	11.590551181102363	30.078740157480315	37.08923884514436	0.2677165354330709	0.6929133858267716	0.25984251968503935	223.0262467191601
21565	0.0	0.0	0.0	0.0	90.94736842105263	20.105263157894736	0.1871345029239766	84.25730994152046	41.409356725146196	0.0	4.187134502923977	0.0	62.49707602339181	7.2748538011695905	14.409356725146198	14.894736842105264	0.0	0.0	0.0	156.30994152046785
21566	0.24178403755868544	0.0	0.49295774647887325	0.0	156.8755868544601	65.86854460093896	0.0	108.5093896713615	72.29107981220658	0.5727699530516432	5.626760563380282	0.0	97.60093896713614	12.838028169014084	30.312206572769952	32.16901408450704	0.0	0.7183098591549296	0.0	251.7488262910798
21567	0.7142857142857143	0.5170068027210885	0.0	0.0	226.00680272108843	105.6938775510204	0.0	148.95011337868482	97.41269841269842	0.5215419501133787	5.426303854875283	0.0	147.62131519274377	23.825396825396826	30.510204081632654	40.564625850340136	0.0	1.380952380952381	0.0	379.9433106575964
21568	0.0	0.0	1.1344086021505377	0.0	147.16397849462365	77.04301075268818	0.0	106.47043010752688	64.08602150537635	0.0	6.206989247311828	0.0	88.37096774193549	16.061827956989248	30.403225806451612	31.776881720430108	0.0	1.3413978494623655	0.0	254.48387096774192
21569	0.0	0.0	0.6282051282051282	0.0	149.35897435897436	70.59401709401709	0.0	100.43589743589743	65.17521367521367	0.0	7.615384615384615	0.0	115.83760683760684	15.824786324786325	28.303418803418804	44.388888888888886	0.0	0.0	0.0	247.4145299145299
21570	0.5934959349593496	0.2073170731707317	0.8739837398373984	0.0	104.29674796747967	40.609756097560975	0.0	83.8048780487805	41.24390243902439	0.0	6.341463414634147	0.0	82.22764227642277	12.747967479674797	19.821138211382113	30.40650406504065	0.0	1.9715447154471544	0.0	178.8008130081301
21571	0.9931972789115646	0.08843537414965986	0.0	0.0	109.60544217687075	55.69387755102041	0.0	90.56462585034014	59.714285714285715	0.02040816326530612	2.0	0.0	71.83673469387755	12.952380952380953	22.292517006802722	30.421768707482993	0.0	0.7210884353741497	0.0	210.42176870748298
21572	0.0	0.0	0.0	0.0	174.80459770114942	77.30459770114942	0.0	110.82183908045977	85.01724137931035	0.6264367816091954	0.9310344827586207	0.0	106.30459770114942	13.333333333333334	25.775862068965516	40.367816091954026	0.0	0.0	0.0	296.87931034482756
6722	0.0	0.0	0.0	0.0	0.0	0.057971014492753624	0.0	0.0	0.0	0.0922266139657444	0.3557312252964427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05680119581464873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05680119581464873
6724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111
6727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6728	0.0	0.0	0.0	0.0	0.055800293685756244	0.027900146842878122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6735	0.0	0.020105820105820106	0.0	0.0	0.0	0.0	0.0	0.020105820105820106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020105820105820106	0.0	0.0	0.020105820105820106
6736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6737	0.0	0.0	0.0	0.0	0.0	0.0472636815920398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
